file_style_id,file,origin_tool,ifc_schema,style_code,handing,shape,operation_guess,panel_config_guess,classification_confidence,classification_basis,classification_evidence,golden_target_verdict,bakedness_class,parametric_integrity_score,geometry,has_lining_props,has_panel_props,source_style_name,window_count,source,source_url,provenance_note,license_note
F060,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:v3 18x22:1899683 v3' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,V3 18x22,4,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F061,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:v4 23x22:1899685 v4' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,V4 23x22,4,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F062,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:v22 14x14:1901278 v' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,V22 14x14,2,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F063,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gfa 3 8x27 38db:206' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GFA 3 8x27 38dB,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F064,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:v24 20x20:2217007 v' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,V24 20x20,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F065,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:v24 20x20:2217110 v' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,V24 20x20,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F066,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:v2 12x22:2275275 v2' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,V2 12x22,2,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F067,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:v22 14x14:2393061 v' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,V22 14x14,4,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F068,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:v5 8x22:2399390 v5 ' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,V5 8x22,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F069,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-hengslet_1200 opening:v1' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,V1 12x22,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F070,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-hengslet:v23 14x14:24243' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,V23 14x14,2,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F071,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:v3 18x22:2424976 v3' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,V3 18x22,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F072,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:v2 12x22:2424980 v2' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,V2 12x22,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F073,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-hengslet:v13 12x16:24256' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,V13 12x16,4,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F074,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='fast vindu+ åpningsvindu:v15 2' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,V15 24x16,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F075,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:v14 14x16:2430034 v' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,V14 14x16,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F076,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:v14 14x16:2431102 v' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,V14 14x16,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F077,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 1.3 12x21 38db:2' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 1.3 12x21 38dB,6,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F078,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 3.3 6x21 44db:24' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 3.3 6x21 44dB,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F079,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 1.1 12x21 33db:2' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 1.1 12x21 33dB,11,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F080,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 3.2 6x21 38db:24' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 3.2 6x21 38dB,9,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F081,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 4.2 18x21 33db:2' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 4.2 18x21 33dB,2,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F082,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 4.2 18x21 33db:2' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 4.2 18x21 33dB,2,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F083,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 1.1 12x21 33db:2' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 1.1 12x21 33dB,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F084,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 1.3 12x21 38db:2' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 1.3 12x21 38dB,9,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F085,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 4.1 18x21 38db:2' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 4.1 18x21 38dB,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F086,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 10.2 8x27 38db:2' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 10.2 8x27 38dB,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F087,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 4.2 18x21 33db:2' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 4.2 18x21 33dB,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F088,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 2.2 9x21 33db:25' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 2.2 9x21 33dB,3,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F089,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 10.2 8x27 38db:2' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 10.2 8x27 38dB,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F090,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 1.1 12x21 33db:2' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 1.1 12x21 33dB,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F091,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 3.3 6x21 44db:25' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 3.3 6x21 44dB,2,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F092,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 11.1 12x27 33db:' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 11.1 12x27 33dB,2,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F093,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 2.2 9x21 33db:25' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 2.2 9x21 33dB,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F094,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 6.1 8x21 33db:25' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 6.1 8x21 33dB,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F095,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 1.1 12x21 33db:2' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 1.1 12x21 33dB,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F096,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 7.2 15x21 38db:2' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 7.2 15x21 38dB,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F097,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 3.6 6x21 33db:25' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 3.6 6x21 33dB,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F098,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 7.2 15x21 38db:2' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 7.2 15x21 38dB,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F099,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 1.3 12x21 38db:2' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 1.3 12x21 38dB,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F100,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 4.1 18x21 38db:2' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 4.1 18x21 38dB,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F101,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 2.2 9x21 33db:25' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 2.2 9x21 33dB,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F102,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 3.3 6x21 44db:25' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 3.3 6x21 44dB,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F103,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 3.6 6x21 33db:25' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 3.6 6x21 33dB,2,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F104,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 3.6 6x21 33db:25' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 3.6 6x21 33dB,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F105,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 6.1 8x21 33db:25' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 6.1 8x21 33dB,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F106,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 2.2 9x21 33db:25' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 2.2 9x21 33dB,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F107,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 2.2 9x21 33db:25' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 2.2 9x21 33dB,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F108,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 2.2 9x21 33db:25' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 2.2 9x21 33dB,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F109,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 2.2 9x21 33db:25' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 2.2 9x21 33dB,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F110,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 2.1 9x21 38db:25' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 2.1 9x21 38dB,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F111,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 5.3 5x21 33db:25' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 5.3 5x21 33dB,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F112,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 15.1 36x10 33db:' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 15.1 36x10 33dB,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F113,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 8.1 7x7 58db:252' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 8.1 7x7 58dB,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F114,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 2.4 9x21 25db e3' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 2.4 9x21 25dB E30,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F115,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 2.3 9x21 25db ei' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 2.3 9x21 25dB EI30,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
F116,ISSUE_068_ARK_NUS_skolebygg.ifc,Autodesk Revit 2019 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='vindu-fast:gf 3.1 6x21 25db ei' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,GF 3.1 6x21 25dB EI30,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2019 (ENG); open test fixture,open fixture; verify per-file author/license
